rms_err,energy,J_cost,N_tx,N_tx_attempt,tx_rate,tx_attempt_rate,bits_used,avg_qerr,failed,delta
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,1.539926526059492
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
0.6326244828230064,513.941337439679,8478.460596232513,0,0,0.0,0.0,0,0.0,0,3.1622776601683795
